ext_object_id;region;last_container_fixed_at;date_c;object_code;object_name;object_type;cadastralnumber;regdate;brkdate;address;sizes;cad_cost;parent_cad_numbers;parcel_cad_numbers;purpose_code;purpose_name;purpose;flat_kind_code;flat_kind_name;number_floor;floor_types
04d792ed-dcb3-fe18-3351-2155a20d65e7;{'code': '29', 'value': 'Архангельская область'};2017-01-18T11:36:52.000+03:00;2017-01-18T11:36:52.000+03:00;002001003000;Помещение;flat;--29-:22:0-505-01:-292-;2017-01-13T00:00:00.000+03:00;2017-01-13T00:00:00.000+03:00;"{'hash_id': 'd73b76a3-3539-30f8-cd0a-73a569b9057e', 'address_type': '\n            ', 'note': 'Архангельская область, городской округ ""Город Архангельск"", г. Архангельск, ул. Поморская, д.51, кв.7\n        ', 'okato': '11401000000', 'kladr': '29000001000039700', 'postal_code': '163000', 'region': '\n            ', 'city': '\n            ', 'street': '\n            ', 'level1': '\n            ', 'apartment': '\n            '}";{'item': '\n            '};{'cad_cost_value': '4072825.89', 'cad_cost_unit': 'руб.'};{'item': '29:22:050501:284'};{'item': '29:22:050501:17'};206002000000;Жилое помещение;Жилое помещение;205001000000;Квартира;3;{'item': '\n            '}
